Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
SSO,"Elkton, Town of",N/A,3/23/2009,,,,,"Underneath the Route 40 bridge entering Elkton, MD/7 PS",21921,,,Elkton WWTP,50,50,Electrician error,Unknown,Cecil,,,Time discovered & duration not provided
SSO,"Mt. Airy, Town of",N/A,3/24/2009,8:00:00 AM,0,2,30,"1301G East Ridgeville Blvd., Mt. Airy",21771,,,,160000,160000,Blockage,Unnamed stream,Carroll,,,None
SSO,Baltimore County DPW,N/A,3/24/2009,12:00:00 PM,0,0,50,Belclaire Road and McShane Way,21222,,,Back River WWTP,2250,2250,Broken Air Release Valve,Unknown,Baltimore County,,,None
SSO,City of Baltimore,N/A,3/24/2009,4:40:00 PM,0,2,20,932 Seagull Ave,21225,,,Back River WWTP,140,140,Rags & grease,Middle Branch to Patapsco River,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,3/25/2009,8:00:00 AM,0,2,0,4500 Fairfax Rd,21216,,,Patapsco WWTP,600,600,"Rags, Pipe break & grease",Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Allegany County DPW,N/A,3/25/2009,8:00:00 AM,0,2582,0,"Georges Creek WWTP, Constructed Overflow Pipe @ MH#2",21502,,,Cumberland WWTP,14065000,14065000,Precipitation,Georges Creek,Allegany,,,None
SSO,Harford County DPW,N/A,3/25/2009,2:50:00 PM,0,0,2,"1212 Chelsea Road, Sod Run WWTP, Perryman",21130,39.4269,-76.220919,Sod Run WWTP,200,200,Mechanical Failure,Unknown,Harford,,,Collection system not provided
SSO,"J&J Portable Toilet and Septic Services, Inc",N/A,3/25/2009,3:30:00 PM,,,,"Ponds Woods Road, Huntingtown",,,,,500,500,Faulty valve on septic truck,Unknown,Calvert,,,"Duration, collection system & zip code not provided"
SSO,WSSC,N/A,3/25/2009,4:46:00 PM,0,18,14,"1701 Olive St., MH03001058, Capital Heights",20743,,,,5469,5469,Debris,Beaverdam Branch,Prince George's,,,Collection system not provided
CSO,"Frostburg, City of",MD0067423,3/26/2009,5:00:00 AM,0,26,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,6000,6000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/26/2009,5:00:00 AM,0,26,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/26/2009,5:00:00 AM,0,26,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/26/2009,5:00:00 AM,0,26,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/26/2009,5:00:00 AM,0,26,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
SSO,City of Baltimore,N/A,3/26/2009,8:30:00 AM,0,2,30,57 N. Catherine St,21223,,,Back River WWTP,2250,2250,"Rags, roots & grease",Gwynn's Falls,City of Baltimore,,,None
CSO,Allegany County DPW,MD0067407,3/26/2009,2:00:00 PM,8,21,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,162000,162000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,3/26/2009,2:00:00 PM,8,21,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,162000,162000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,3/26/2009,4:00:00 PM,0,4,0,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,58755,58755,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/26/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,37100,37100,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,3/26/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,150000,150000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,"Rising Sun, Town of",N/A,3/27/2009,7:51:00 AM,0,0,29,"MH #47, W. Pearl St., Rising Sun",21911,,,,1000,1000,Blockage,Unknown,Cecil,,,Quantity reported as 1000 ±
CSO,"Frostburg, City of",MD0067423,3/27/2009,8:00:00 PM,0,48,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,8000,8000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/27/2009,8:00:00 PM,0,48,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,8000,8000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/27/2009,8:00:00 PM,0,48,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,8000,8000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/27/2009,8:00:00 PM,0,48,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,8000,8000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,3/27/2009,8:00:00 PM,0,48,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,8000,8000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,3/27/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,40400,40400,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,3/27/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,70000,70000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,3/28/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,590000,590000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
CSO,La Vale,MD0067547,3/29/2009,1:00:00 PM,0,3,0,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,39751,39751,Excessive flow,Braddock Run,Allegany,,,None
SSO,"Denton, Town of",N/A,3/29/2009,6:30:00 PM,0,1,0,"3rd & High Streets, Denton",21629,,,Denton WWTP,500,500,Blockage,Choptank River,Caroline,,,None
SSO,City of Baltimore,N/A,3/29/2009,10:00:00 PM,0,2,0,3000 Lawina Rd,21216,,,Patapsco WWTP,2400,2400,"Rags, grease, sand, grave and roots",Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,"Cumberland, City of",MD0021598,3/29/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,3700,3700,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,3/29/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,100,100,Precipitation,Wills Creek,Allegany,,,Time discovered & duration not provided
SSO,WSSC,N/A,3/30/2009,4:29:00 PM,0,6,46,"16944 Oak Run, MH05158074, Rockville",20855,,,,406,406,Roots,Rock Creek,Montgomery,,,Collection system not provided
SSO,"Army, Department of",N/A,3/30/2009,,0,1,0,"F Street off McArthur Road, Fort George G. Meade",20755,,,Ft. Meade WWTP,3375,3375,Blockage,Unknown,Anne Arundel,,,Time discovered & receiving waters not provided
SSO,WSSC,N/A,3/31/2009,10:15:00 AM,0,2,45,"4001 Buchanan St., MH09003062, Hyattsville",20782,,,,330,330,Grease,Anacostia River,Prince George's,,,Collection system not provided
SSO,St Mary's County Metropolitan Commission,N/A,3/31/2009,2:00:00 PM,0,1,15,"Carver Recreation Facility at South Hampton, Intersection of Route 235 & Lincoln Ave, Lexington Park",,,,,10000,10000,Blockage,Unnamed stream,St. Mary's,,,Zip Code not provided
SSO,City of Baltimore,N/A,3/31/2009,4:15:00 PM,0,3,15,919 Bellemore Rd,21244,,,,15,15,Rags & Roots,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,3/31/2009,5:14:00 PM,0,5,0,1200 Guspyan St,21224,,,Back River WWTP,1500,1500,"Rags, Roots & Trash",Patapsco River,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,3/31/2009,6:00:00 PM,0,16,0,932 Seagull Ave,21225,,,Back River WWTP,1920,1920,Pipe break,Inner Harbor,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Worcester County DPW,N/A,4/1/2009,1:00:00 PM,0,4,0,"Section 4 Lot 610 Clubhouse Drive, Ocean Pines",,,,,200,200,"Split 6"" force main line",Assawoman Bay,Worcester,,,Zip Code not provided
SSO,Baltimore County DPW,N/A,4/1/2009,8:30:00 PM,0,4,30,7636 Old Battle Grove Road,21222,,,Back River WWTP,500,500,Broken force main,Bear Creek,Baltimore County,,,None
CSO,"Cumberland, City of",MD0021598,4/1/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,24600,24600,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/1/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,20000,20000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,City of Baltimore,N/A,4/2/2009,4:19:00 PM,0,1,45,646 S. Lakewood Avenue,21224,,,Back River WWTP,0,0,Roots & Grease,Inner Harbor,City of Baltimore,,,"Quantity reported as ""undetermined"""
SSO,WSSC,N/A,4/2/2009,6:28:00 PM,0,10,47,"18701 Quail Valley Blvd., MH15055024, Gaithersburg",20878,,,,1294,1294,Grease,Seneca Creek,Montgomery,,,Collection system not provided
SSO,City of Baltimore,N/A,4/2/2009,6:44:00 PM,0,1,41,3921 Boarman Ave,21215,,,Patapsco WWTP,0,0,Rags,Gwynn's Falls,City of Baltimore,,,Quantity listed as 1 gal per minute only when consumer flushed)
SSO,"Army, Department of",N/A,4/2/2009,,0,1,0,"MH $3521 on the east side of Burr Court off of Ernie Pyle Street, Fort Meade",20755,,,Ft. Meade WWTP,3000,3000,Blockage,Midway Branch,Anne Arundel,,,"Time discovered not provided. See April 9, 2009 5-Day letter addressing the system as a ""combined sewer collection system""."
CSO,"Cambridge, City of",MD0021636,4/2/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,110000,110000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,Allegany County DPW,N/A,4/3/2009,12:00:00 AM,0,96,0,"Jennings Run Sanitary District, MH 47 Between Corriganville and Barrelville, Corriganville",21502,,,Cumberland WWTP,288000,288000,Precipitation,Jennings Run,Allegany,,,None
CSO,La Vale,MD0067547,4/3/2009,7:00:00 AM,0,28,0,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,2718039,2718039,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,12000,12000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,003/E,21532,37.57912643,-81.52842579,Cumberland WWTP,12000,12000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,005/G,21532,37.57913835,-81.52841652,Cumberland WWTP,12000,12000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,12000,12000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,009/P.1,21532,37.57912886,-81.52841316,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,009/P.2,21532,37.57912857,-81.52841349,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/3/2009,7:30:00 AM,0,23,30,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,12000,12000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,4/3/2009,8:00:00 AM,0,25,0,006 Red Hill,21504,37.57912013,-81.52834872,Cumberland WWTP,2303074,2303074,Excessive flow,Braddock Run,Allegany,,,None
SSO,City of Baltimore,N/A,4/3/2009,8:00:00 AM,0,6,0,4200 Kathland Rd,21207,,,Patapsco WWTP,5400,5400,Inflow,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,Allegany County DPW,MD0067407,4/3/2009,10:00:00 AM,0,1,0,001 Wright's Crossing PS,21532,39.382,-78.5557,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
SSO,City of Baltimore,N/A,4/3/2009,10:00:00 AM,0,5,0,3200 Oak Field Ave,21216,,,Patapsco WWTP,3000,3000,"Rags, trash & inflow",Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
BYPASS,Foxville Gardens WWTP (MES),MD0025119,4/3/2009,10:00:00 AM,2,2,30,"Foxville Gardens WWTP, P.O. Box 1000, Thurmont",,,,Foxville Gardens WWTP,128370,128370,Unexpected surge,Owens Creek,Frederick,,,Zip Code not provided
SSO,City of Baltimore,N/A,4/3/2009,10:30:00 AM,0,4,0,1800 Falls Rd,21201,,,Patapsco WWTP,19200,19200,Inflow,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Baltimore County DPW,N/A,4/3/2009,10:30:00 AM,0,4,30,"Nunnery Lane North of Frederick Rd., MH # 7368",21228,39.276802,-76.713282,Patapsco WWTP,27352,27352,Excess inflow and infiltration,Maidens Choice Creek,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,10:45:00 AM,0,1,0,"1828 Briarcliff Road, MH # 6586",21234,,,Back River WWTP,3640,3640,Excess inflow and infiltration,Herring Run,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:00:00 AM,0,1,0,"50 University Avenue, McTavish PS",21228,,,Patapsco WWTP,300,300,Excess inflow and infiltration,West Branch Creek,Baltimore County,,,None
SSO,Allegany County DPW,N/A,4/3/2009,11:00:00 AM,0,16,0,"Bedford Road Sanitary District, Mill Run PS",21502,,,Cumberland WWTP,48000,48000,Precipitation,Pea Vine Run,Allegany,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:15:00 AM,0,2,45,"746 Overbrook Road, MH723",21212,39.37378,-76.597548,Back River WWTP,6240,6240,Excess inflow and infiltration,Herring Run,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:15:00 AM,0,6,0,"Overbrook Road near Medwick Garth, MH # 371",21228,39.278797,-76.711232,Patapsco WWTP,85904,85904,Excess inflow and infiltration,Maidens Choice Creek,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:15:00 AM,0,1,0,"Queen Anne Drive @ Hillcrest Avenue, MH # 694",21234,39.375952,-76.554797,Back River WWTP,9776,9776,Excess inflow and infiltration,Herring Run,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:30:00 AM,0,2,0,"1809 Frederick Road, Frederick Road PS",21228,,,Patapsco WWTP,800,800,Excess inflow and infiltration,Patapsco River,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,4/3/2009,11:30:00 AM,0,1,0,"Briarwood Road (near #51 Briarwood), MH902029",21228,39.276866,-76.717032,Patapsco WWTP,2600,2600,Excess inflow and infiltration,Maidens Choice Creek,Baltimore County,,,None
SSO,City of Baltimore,N/A,4/3/2009,11:50:00 AM,0,1,10,1628 E. Baltimore St,21231,,,Patapsco WWTP,2500,2500,Inflow,Inner Harbor,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,4/3/2009,12:00:00 PM,0,1,0,119 N. Bond St,21231,,,Patapsco WWTP,1500,1500,Other,Inner Harbor,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Baltimore County DPW,N/A,4/3/2009,12:00:00 PM,0,1,0,"Southern Cross Drive & Parsons, MH # 901891",21207,39.354111,-76.714815,Patapsco WWTP,4680,4680,Excess inflow and infiltration,Gwynn's Falls,Baltimore County,,,None
SSO,Allegany County DPW,N/A,4/3/2009,1:00:00 PM,0,15,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,45000,45000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
SSO,City of Baltimore,N/A,4/3/2009,2:30:00 PM,,,,1899 E. Eagar St,21205,,,Back River WWTP,0,0,Heavy rain,Patapsco River,City of Baltimore,,,"Duration not provided, quantity listed as undetermined"
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,002 WWTP Bypass,21502,39.391,-78.491,Cumberland WWTP,122700,122700,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,485000,485000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,005 Elizabeth St,21502,39.391,-78.491,Cumberland WWTP,35500,35500,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,309500,309500,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,7300,7300,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,11600,11600,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,42400,42400,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,56700,56700,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,015 Avirett,21502,39.391,-78.491,Cumberland WWTP,63900,63900,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/3/2009,,,,,019 Walnut Place,21502,39.391,-78.491,Cumberland WWTP,3400,3400,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/3/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,440000,440000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,City of Baltimore,N/A,4/4/2009,10:44:00 PM,0,12,15,418 Hutchins Ave,21211,,,Patapsco WWTP,3000,3000,"Rags, roots & grease",Herring Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,4/5/2009,2:15:00 PM,0,2,35,2200 Penrose Ave,21223,,,Back River WWTP,2325,2325,Rags & grease,Gwynn's Falls,City of Baltimore,,,None
SSO,"Ocean City, Town of",N/A,4/6/2009,3:00:00 PM,0,0,15,"Ocean City WWTP, 6405 Seabay Drive, Ocean City",21842,38.385402,-75.069116,Ocean City WWTP,500,500,Blockage in discharge pipe,Assawoman Bay,Worcester,,,Collection system not provided
SSO,City of Baltimore,N/A,4/6/2009,8:00:00 PM,0,2,0,3301 Liberty Heights,21215,,,Patapsco WWTP,3120,3120,Rags & Roots,Gwynn's Falls,City of Baltimore,,,Unable to read entire address
CSO,"Cambridge, City of",MD0021636,4/6/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,380000,380000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,WSSC,N/A,4/7/2009,9:27:00 AM,0,3,43,"14404 Medwick Rd., MH14078004, Upper Marlboro",20774,,,,2232,2232,Debris,Western Branch,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,4/9/2009,8:58:00 AM,0,1,32,"10600BLKRW7 Montrose Ave., MH05076052, Garrett Park",,,,,92,92,Roots,Rock Creek,Montgomery,,,Zip Code not provided
SSO,WSSC,N/A,4/9/2009,10:45:00 AM,0,5,45,"3515 Rivera St., SS18021016, Temple Hills",20743,,,,4,4,Defective material,Oxon Run,Prince George's,,,Collection system not provided
SSO,Anne Arundel County DPW,N/A,4/9/2009,12:09:00 PM,0,0,95,"107 Mansion Dr, Hillsmere, Estes",,,,,13200,13200,Structural Failure,Lake Hillsmere,Anne Arundel,,,Zip Code not provided
SSO,"Navy, Department of",N/A,4/10/2009,3:00:00 PM,0,0,45,East Wilson Road and Cogswell Avenue in Riverview housing area,,,,,1500,1500,"6"" plug",Unknown,Charles,,,Zip Code & collection system not provided
SSO,WSSC,N/A,4/10/2009,3:35:00 PM,0,7,40,"7501 RW Muirkirk Rd., MH08069050, Laurel",20708,,,,920,920,unknown,Northeast Branch,Prince George's,,,Collection system not provided
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,10000,10000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,003/E,21532,37.57912643,-81.52842579,Cumberland WWTP,10000,10000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,005/G,21532,37.57913835,-81.52841652,Cumberland WWTP,10000,10000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,10000,10000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,009/P.1,21532,37.57912886,-81.52841316,Cumberland WWTP,20000,20000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,009/P.2,21532,37.57912857,-81.52841349,Cumberland WWTP,15000,15000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,10000,10000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,10000,10000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/11/2009,3:00:00 AM,0,30,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,10000,10000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,4/11/2009,5:00:00 AM,0,13,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,39000,39000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,4/11/2009,5:00:00 AM,0,8,8,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,24000,24000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,134000,134000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,137800,137800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,2200,2200,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,800,800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,22200,22200,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/11/2009,,,,,015 Avirett,21502,39.391,-78.491,Cumberland WWTP,11800,11800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/11/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,490000,490000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,WSSC,N/A,4/13/2009,8:52:00 AM,0,1,53,"7901 Clendenin D., 00252959200, Clinton",20735,,,,5,5,Debris,Piscataway Creek,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,4/13/2009,11:30:00 AM,0,1,0,12 Edgevale Rd,21210,,,Patapsco WWTP,120,120,Roots & Grease,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Pocomoke City,N/A,4/13/2009,,,,,"In the median of U.S. Rt. 13, at approximately 805 Ocean Hwy",21851,,,Pocomoke City WWTP,1400,1400,Pipe joint failure,Name not provided,Worcester,,,Time discovered not provided. Duration listed as 3 - 14 days
CSO,"Cambridge, City of",MD0021636,4/13/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,20000,20000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,City of Baltimore,N/A,4/14/2009,1:50:00 PM,0,5,15,5938 Northwood Drive,21212,,,Back River WWTP,945,945,Roots & Inflow,Herring Run,Baltimore County,,,Lat/Long could not be obtained with the address provided
CSO,"Cambridge, City of",MD0021636,4/14/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,790000,790000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
